idEvent,idSoccerXML,idAPIfootball,strEvent,strEventAlternate,strFilename,strSport,idLeague,strLeague,strSeason,strDescriptionEN,strHomeTeam,strAwayTeam,intHomeScore,intRound,intAwayScore,intSpectators,strOfficial,strTimestamp,dateEvent,dateEventLocal,strTime,strTimeLocal,strTVStation,idHomeTeam,idAwayTeam,intScore,intScoreVotes,strResult,strVenue,strCountry,strCity,strPoster,strSquare,strFanart,strThumb,strBanner,strMap,strTweet1,strTweet2,strTweet3,strVideo,strStatus,strPostponed,strLocked
1781034,,135802,Chicago Cubs vs Oakland Athletics,Oakland Athletics @ Chicago Cubs,MLB 2023-03-02 Chicago Cubs vs Oakland Athletics,Baseball,4424,MLB,2023,,Chicago Cubs,Oakland Athletics,6,0,1,,,2023-03-02T20:05:00+00:00,2023-03-02,,20:05:00,,,135269,135261,,, Chicago Cubs Innings:<br>2 0 1 2 1 0 0 0  <br>Hits: 8 - Errors: 0<br><br>Oakland Athletics Innings:<br>0 0 0 0 0 0 0 0 1 <br>Hits: 7 - Errors: 0,,USA,,,,,https://www.thesportsdb.com/images/media/event/thumb/d32bgh1675977323.jpg,,,,,,,FT,no,unlocked
1781035,,135803,Milwaukee Brewers vs Texas Rangers,Texas Rangers @ Milwaukee Brewers,MLB 2023-03-02 Milwaukee Brewers vs Texas Rangers,Baseball,4424,MLB,2023,,Milwaukee Brewers,Texas Rangers,4,0,7,,,2023-03-02T20:10:00+00:00,2023-03-02,,20:10:00,,,135274,135264,,, Milwaukee Brewers Innings:<br>1 0 0 1 2 0 0 0 0 <br>Hits: 13 - Errors: 1<br><br>Texas Rangers Innings:<br>0 0 2 3 0 0 0 1 1 <br>Hits: 11 - Errors: 0,,USA,,,,,https://www.thesportsdb.com/images/media/event/thumb/s4v51f1675977324.jpg,,,,,,,FT,no,unlocked
1781036,,135804,Pittsburgh Pirates vs New York Yankees,New York Yankees @ Pittsburgh Pirates,MLB 2023-03-02 Pittsburgh Pirates vs New York Yankees,Baseball,4424,MLB,2023,,Pittsburgh Pirates,New York Yankees,1,0,9,,,2023-03-02T18:05:00+00:00,2023-03-02,,18:05:00,,,135277,135260,,, Pittsburgh Pirates Innings:<br>0 0 0 0 0 0 0 0 1 <br>Hits: 2 - Errors: 2<br><br>New York Yankees Innings:<br>1 2 0 1 1 0 0 0 4 <br>Hits: 11 - Errors: 0,,USA,,,,,https://www.thesportsdb.com/images/media/event/thumb/gx6nxj1675977324.jpg,,,,,,,FT,no,unlocked
1781037,,135805,Toronto Blue Jays vs Pittsburgh Pirates,Pittsburgh Pirates @ Toronto Blue Jays,MLB 2023-03-02 Toronto Blue Jays vs Pittsburgh Pirates,Baseball,4424,MLB,2023,,Toronto Blue Jays,Pittsburgh Pirates,2,0,2,,,2023-03-02T18:07:00+00:00,2023-03-02,,18:07:00,,,135265,135277,,, Toronto Blue Jays Innings:<br>1 0 1 0 0 0 0 0 0 <br>Hits: 7 - Errors: 2<br><br>Pittsburgh Pirates Innings:<br>0 1 0 0 0 1 0 0 0 <br>Hits: 6 - Errors: 0,,USA,,,,,https://www.thesportsdb.com/images/media/event/thumb/ckml0h1675977325.jpg,,,,,,,FT,no,unlocked
1781038,,135806,Tampa Bay Rays vs Minnesota Twins,Minnesota Twins @ Tampa Bay Rays,MLB 2023-03-02 Tampa Bay Rays vs Minnesota Twins,Baseball,4424,MLB,2023,,Tampa Bay Rays,Minnesota Twins,2,0,4,,,2023-03-02T18:05:00+00:00,2023-03-02,,18:05:00,,,135263,135259,,, Tampa Bay Rays Innings:<br>0 0 0 1 0 0 1 0 0 <br>Hits: 7 - Errors: 3<br><br>Minnesota Twins Innings:<br>0 0 1 0 0 0 0 0 3 <br>Hits: 3 - Errors: 1,,USA,,,,,https://www.thesportsdb.com/images/media/event/thumb/f2jurh1675977325.jpg,,,,,,,FT,no,unlocked
1781039,,135807,St. Louis Cardinals vs Houston Astros,Houston Astros @ St. Louis Cardinals,MLB 2023-03-02 St. Louis Cardinals vs Houston Astros,Baseball,4424,MLB,2023,,St. Louis Cardinals,Houston Astros,0,0,6,,,2023-03-02T18:05:00+00:00,2023-03-02,,18:05:00,,,135280,135256,,, St. Louis Cardinals Innings:<br>0 0 0 0 0 0 0 0 0 <br>Hits: 3 - Errors: 1<br><br>Houston Astros Innings:<br>0 2 1 0 0 1 1 0 1 <br>Hits: 11 - Errors: 0,,USA,,,,,https://www.thesportsdb.com/images/media/event/thumb/iu0ebo1675977326.jpg,,,,,,,FT,no,unlocked
1781040,,135808,Seattle Mariners vs San Diego Padres,San Diego Padres @ Seattle Mariners,MLB 2023-03-02 Seattle Mariners vs San Diego Padres,Baseball,4424,MLB,2023,,Seattle Mariners,San Diego Padres,5,0,4,,,2023-03-02T20:10:00+00:00,2023-03-02,,20:10:00,,,135262,135278,,, Seattle Mariners Innings:<br>0 1 0 1 0 0 0 2 1 <br>Hits: 11 - Errors: 0<br><br>San Diego Padres Innings:<br>1 2 0 0 0 0 0 1 0 <br>Hits: 11 - Errors: 1,,USA,,,,,https://www.thesportsdb.com/images/media/event/thumb/r3as7p1675977327.jpg,,,,,,,FT,no,unlocked
1781041,,135809,Washington Nationals vs Miami Marlins,Miami Marlins @ Washington Nationals,MLB 2023-03-02 Washington Nationals vs Miami Marlins,Baseball,4424,MLB,2023,,Washington Nationals,Miami Marlins,5,0,5,,,2023-03-02T18:05:00+00:00,2023-03-02,,18:05:00,,,135281,135273,,, Washington Nationals Innings:<br>0 0 3 0 0 0 0 2 0 <br>Hits: 10 - Errors: 1<br><br>Miami Marlins Innings:<br>0 1 0 0 0 1 1 2 0 <br>Hits: 13 - Errors: 2,,USA,,,,,https://www.thesportsdb.com/images/media/event/thumb/gor5661675977327.jpg,,,,,,,FT,no,unlocked
1781042,,135810,New York Mets vs Atlanta Braves,Atlanta Braves @ New York Mets,MLB 2023-03-02 New York Mets vs Atlanta Braves,Baseball,4424,MLB,2023,,New York Mets,Atlanta Braves,2,0,6,,,2023-03-02T18:10:00+00:00,2023-03-02,,18:10:00,,,135275,135268,,, New York Mets Innings:<br>0 0 0 0 0 0 0 0 2 <br>Hits: 8 - Errors: 1<br><br>Atlanta Braves Innings:<br>0 2 1 0 1 0 2 0 0 <br>Hits: 8 - Errors: 1,,USA,,,,,https://www.thesportsdb.com/images/media/event/thumb/xoyps81675977328.jpg,,,,,,,FT,no,unlocked
1781043,,135811,Kansas City Royals vs Los Angeles Angels,Los Angeles Angels @ Kansas City Royals,MLB 2023-03-02 Kansas City Royals vs Los Angeles Angels,Baseball,4424,MLB,2023,,Kansas City Royals,Los Angeles Angels,8,0,4,,,2023-03-02T20:05:00+00:00,2023-03-02,,20:05:00,,,135257,135258,,, Kansas City Royals Innings:<br>2 0 0 4 0 0 0 2  <br>Hits: 15 - Errors: 0<br><br>Los Angeles Angels Innings:<br>3 0 0 0 0 0 0 1 0 <br>Hits: 6 - Errors: 2,,USA,,,,,https://www.thesportsdb.com/images/media/event/thumb/2vqp731675977328.jpg,,,,,,,FT,no,unlocked
1781044,,135812,Colorado Rockies vs Chicago White Sox,Chicago White Sox @ Colorado Rockies,MLB 2023-03-02 Colorado Rockies vs Chicago White Sox,Baseball,4424,MLB,2023,,Colorado Rockies,Chicago White Sox,4,0,6,,,2023-03-02T20:10:00+00:00,2023-03-02,,20:10:00,,,135271,135253,,, Colorado Rockies Innings:<br>0 0 4 0 0 0 0 0 0 <br>Hits: 8 - Errors: 0<br><br>Chicago White Sox Innings:<br>0 3 0 1 0 0 0 2 0 <br>Hits: 12 - Errors: 1,,USA,,,,,https://www.thesportsdb.com/images/media/event/thumb/8j4zlc1675977329.jpg,,,,,,,FT,no,unlocked
1781045,,135813,Cleveland Guardians vs San Francisco Giants,San Francisco Giants @ Cleveland Guardians,MLB 2023-03-02 Cleveland Guardians vs San Francisco Giants,Baseball,4424,MLB,2023,,Cleveland Guardians,San Francisco Giants,4,0,3,,,2023-03-02T20:05:00+00:00,2023-03-02,,20:05:00,,,135254,135279,,, Cleveland Guardians Innings:<br>0 0 3 0 0 0 0 1  <br>Hits: 7 - Errors: 2<br><br>San Francisco Giants Innings:<br>1 0 0 1 0 1 0 0 0 <br>Hits: 6 - Errors: 2,,USA,,,,,https://www.thesportsdb.com/images/media/event/thumb/myvsik1675977329.jpg,,,,,,,FT,no,unlocked
1781046,,135814,Boston Red Sox vs Philadelphia Phillies,Philadelphia Phillies @ Boston Red Sox,MLB 2023-03-02 Boston Red Sox vs Philadelphia Phillies,Baseball,4424,MLB,2023,,Boston Red Sox,Philadelphia Phillies,15,0,3,,,2023-03-02T17:05:00+00:00,2023-03-02,,17:05:00,,,135252,135276,,, Boston Red Sox Innings:<br>0 1 6 0 0 4 4 0  <br>Hits: 12 - Errors: 0<br><br>Philadelphia Phillies Innings:<br>0 0 0 1 2 0 0 0 0 <br>Hits: 5 - Errors: 0,,USA,,,,,https://www.thesportsdb.com/images/media/event/thumb/u369i81675977330.jpg,,,,,,,FT,no,unlocked
1781047,,135815,Los Angeles Dodgers vs Arizona Diamondbacks,Arizona Diamondbacks @ Los Angeles Dodgers,MLB 2023-03-02 Los Angeles Dodgers vs Arizona Diamondbacks,Baseball,4424,MLB,2023,,Los Angeles Dodgers,Arizona Diamondbacks,5,0,5,,,2023-03-02T20:05:00+00:00,2023-03-02,,20:05:00,,,135272,135267,,, Los Angeles Dodgers Innings:<br>2 1 1 0 0 1 0 0 0 <br>Hits: 10 - Errors: 2<br><br>Arizona Diamondbacks Innings:<br>0 0 1 0 0 0 4 0 0 <br>Hits: 8 - Errors: 2,,USA,,,,,https://www.thesportsdb.com/images/media/event/thumb/etz73x1675977330.jpg,,,,,,,FT,no,unlocked
1781048,,135816,Philadelphia Phillies vs Detroit Tigers,Detroit Tigers @ Philadelphia Phillies,MLB 2023-03-03 Philadelphia Phillies vs Detroit Tigers,Baseball,4424,MLB,2023,,Philadelphia Phillies,Detroit Tigers,3,0,6,,,2023-03-03T18:05:00+00:00,2023-03-03,,18:05:00,,,135276,135255,,, Philadelphia Phillies Innings:<br>0 0 0 0 1 2 0 0 0 <br>Hits: 8 - Errors: 2<br><br>Detroit Tigers Innings:<br>0 0 3 1 1 0 0 1 0 <br>Hits: 11 - Errors: 0,,USA,,,,,https://www.thesportsdb.com/images/media/event/thumb/3nrcit1675977331.jpg,,,,,,,FT,no,unlocked
1781049,,135817,Arizona Diamondbacks vs Seattle Mariners,Seattle Mariners @ Arizona Diamondbacks,MLB 2023-03-03 Arizona Diamondbacks vs Seattle Mariners,Baseball,4424,MLB,2023,,Arizona Diamondbacks,Seattle Mariners,3,0,6,,,2023-03-03T20:10:00+00:00,2023-03-03,,20:10:00,,,135267,135262,,, Arizona Diamondbacks Innings:<br>0 0 0 0 2 0 1 0 0 <br>Hits: 7 - Errors: 1<br><br>Seattle Mariners Innings:<br>0 1 0 3 1 1 0 0 0 <br>Hits: 14 - Errors: 3,,USA,,,,,https://www.thesportsdb.com/images/media/event/thumb/06ct8h1675977331.jpg,,,,,,,FT,no,unlocked
1781050,,135818,New York Yankees vs Detroit Tigers,Detroit Tigers @ New York Yankees,MLB 2023-03-03 New York Yankees vs Detroit Tigers,Baseball,4424,MLB,2023,,New York Yankees,Detroit Tigers,3,0,5,,,2023-03-03T23:35:00+00:00,2023-03-03,,23:35:00,,,135260,135255,,, New York Yankees Innings:<br>0 1 0 0 0 0 2 0 0 <br>Hits: 7 - Errors: 1<br><br>Detroit Tigers Innings:<br>0 0 0 0 0 1 3 0 1 <br>Hits: 7 - Errors: 0,,USA,,,,,https://www.thesportsdb.com/images/media/event/thumb/cfg8k41675977332.jpg,,,,,,,FT,no,unlocked
